decimoprimera	NUM	
undécima	NUM	
decimosegunda	NUM	
duodécima	NUM	
decimotercera	NUM	
decimocuarta	NUM	
decimoquinta	NUM	
decimosexta	NUM	
decimoséptima	NUM	
decimoctava	NUM	
decimonovena	NUM	
vigésima	NUM	
trigésima	NUM	
cuadragésima	NUM	
quincuagésima	NUM	
sexagésima	NUM	
septuagésima	NUM	
octogésima	NUM	
nonagésima	NUM	
centésima	NUM	
centésimo primera	NUM	
ducentésima	NUM	
tricentésima	NUM	
cuadringentésima	NUM	
quingentésima	NUM	
sexcentésima	NUM	
septingentésima	NUM	
octingentésima	NUM	
noningentésima	NUM	
milésima	NUM	
millonésima	NUM	
ah	INT	INTERJECCIONES
eh	INT	
ejem	INT	
ele	INT	
ay	INT	
hey	INT	
uf	INT	
uff	INT	
bah	INT	
oh	INT	
sec	ABRV	ABREVIATURAS
nº	ABRV	
nª	ABRV	
num	ABRV	
n.	ABRV	
tlfn	ABRV	
tf	ABRV	
tlf	ABRV	
tlfno	ABRV	
dpto	ABRV	
dña	ABRV	
dª	ABRV	
d.ª	ABRV	
don	ABRV	
d.	ABRV	
sres	ABRV	
srs	ABRV	
sras	ABRV	
izq	ABRV	
dch	ABRV	
dcha	ABRV	
avda	ABRV	
dni	ABRV	
d.n.i	ABRV	
ahí	ADV	ADVERBIOS
allí	ADV	
aquí	ADV	
acá	ADV	
delante	ADV	
detrás	ADV	
arriba	ADV	
allí	ADV	
abajo	ADV	
cerca	ADV	
lejos	ADV	
encima	ADV	
fuera	ADV	
dentro	ADV	
desde	ADV	
ya	ADV	
aún	ADV	
hoy	ADV	
tarde	ADV	
pronto	ADV	
mañana	ADV	
todavía	ADV	
ayer	ADV	
recién	ADV	
nunca	ADV	
siempre	ADV	
jamás	ADV	
ahora	ADV	
anoche	ADV	
temprano	ADV	
tarde	ADV	
nunca	ADV	
pronto	ADV	
demasiado	ADV	
mal	ADV	
peor	ADV	
bien	ADV	
regular	ADV	
despacio	ADV	
así	ADV	
mejor	ADV	
similar	ADV	
fácil	ADV	
difícil	ADV	
normal	ADV	
lento	ADV	
rápido	ADV	
normal	ADV	
muy	ADV	
más	ADV	
menos	ADV	
poco	ADV	
mucho	ADV	
casi	ADV	
bastante	ADV	
demasiado	ADV	
allí	ADV	
justo	ADV	
apenas	ADV	
acaso	ADV	
quizás	ADV	
tampoco	ADV	
ojalá	ADV	
viscoelástico	ADJ	ADJETIVOS
viscoelástica	ADJ	
satisfactoria	ADJ	
alto	ADJ	
alta	ADJ	
media	ADJ	
baja	ADJ	
media-alta	ADJ	
media-baja	ADJ	
cómodo	ADJ	
incómodo	ADJ	
barato	ADJ	
caro	ADJ	
increíble	ADJ	
aburrido	ADJ	
ácido	ADJ	
alegre	ADJ	
amargo	ADJ	
ancho	ADJ	
atrevido	ADJ	
azul	ADJ	
bajo	ADJ	
blanco	ADJ	
blando	ADJ	
bonito	ADJ	
buen	ADJ	
bueno	ADJ	
caliente	ADJ	
capaz	ADJ	
central	ADJ	
chungo	ADJ	
común	ADJ	
conocido	ADJ	
contento	ADJ	
corto	ADJ	
débil	ADJ	
delgado	ADJ	
derecho	ADJ	
diferente	ADJ	
difícil	ADJ	
divertido	ADJ	
dulce	ADJ	
duro	ADJ	
enfermo	ADJ	
estrecho	ADJ	
exterior	ADJ	
fácil	ADJ	
excelente	ADJ	
encantado	ADJ	
encantados	ADJ	
encantada	ADJ	
encantadas	ADJ	
on-line	ADJ	
famoso	ADJ	
recomendable	ADJ	
feo	ADJ	
final	ADJ	
mullido	ADJ	
fresco	ADJ	
frío	ADJ	
blanda	ADJ	
dura	ADJ	
fuerte	ADJ	
gordo	ADJ	
gran	ADJ	
grande	ADJ	
guapo	ADJ	
guay	ADJ	
húmedo	ADJ	
igual	ADJ	
imposible	ADJ	
interesante	ADJ	
interior	ADJ	
inútil	ADJ	
izquierdo	ADJ	
joven	ADJ	
largo	ADJ	
lento	ADJ	
listo	ADJ	
malo	ADJ	
masivo	ADJ	
mayor	ADJ	
mejor	ADJ	
menor	ADJ	
mucho	ADJ	
muerto	ADJ	
musical	ADJ	
nacional	ADJ	
natural	ADJ	
negro	ADJ	
nuevo	ADJ	
peor	ADJ	
pequeño	ADJ	
perfecto	ADJ	
pobre	ADJ	
poco	ADJ	
popular	ADJ	
posible	ADJ	
primer	ADJ	
primero	ADJ	
principal	ADJ	
próximo	ADJ	
rápido	ADJ	
raro	ADJ	
real	ADJ	
recto	ADJ	
rico	ADJ	
rojo	ADJ	
salado	ADJ	
sano	ADJ	
seco	ADJ	
segundo	ADJ	
simple	ADJ	
sinvergüenza	ADJ	
social	ADJ	
solo	ADJ	
soso	ADJ	
tímido	ADJ	
tonto	ADJ	
triste	ADJ	
útil	ADJ	
verde	ADJ	
viejo	ADJ	
vivo	ADJ	
ser	VN	VERBO SER
siendo	VG	
sido	VP	
están	VIP3S	
estan	VIP3S	
estoy	VIP1S	SER PRESENTE DE INDICATIVO
soy	VIP1S	
eres	VIP2S	
es	VIP3S	
somos	VIP1P	
sois	VIP2P	
son	VIP3P	
era	VII1S	
eras	VII2S	
era	VII3S	
éramos	VII1P	
erais	VII2P	
eran	VII3P	
fui	VIS1S	
fuiste	VIS2S	
fue	VIS3S	
fuimos	VIS1P	
fuisteis	VIS2P	
fueron	VIS3P	
seré	VIF1S	
serás	VIF2S	
será	VIF3S	
seremos	VIF1P	
seréis	VIF2P	
serán	VIF3P	
sería	VCF1S	
serías	VCF2S	
sería	VCF3S	
seríamos	VCF1P	
seríais	VCF2P	
serían	VCF3P	
sea	VSP1S	SUBJUNTIVO
seas	VSP2S	
sea	VSP3S	
seamos	VSP1P	
seáis	VSP2P	
sean	VSP3P	
fuera	VSI1S	
fueras	VSI2S	
fuera	VSI3S	
fuese	VSI1S	
fuéramos	VSI1P	
fuésemos	VSI1P	
fuerais	VSI2P	
fueseis	VSI2P	
fueran	VSI3P	
fuesen	VSI3P	
fuere	VSF1S	
fueres	VSF2S	
fuere	VSF3S	
fuéremos	VSF1P	
fuereis	VSF2P	
fueren	VSF3P	
sé	VMP1S	
sea	VMP2S	
seamos	VMP1P	
sed	VMP2P	
sean	VMP3P	
ir	VN	VERBO IR
yendo	VG	
ido	VP	
voy	VIP1S	VERBO IR INDICATIVO
vas	VIP2S	
va	VIP3S	
vamos	VIP1P	
vais	VIP2P	
van	VIP3P	
iba	VII1S	
ibas	VII2S	
iba	VII3S	
íbamos	VII1P	
ibais	VII2P	
iban	VII3P	
iré	VIF1S	
irás	VIF2S	
irá	VIF3S	
iremos	VIF1P	
iréis	VIF2P	
irán	VIF3P	
iría	VCF1S	
irías	VCF2S	
iría	VCF3S	
iríamos	VCF1P	
iríais	VCF2P	
irían	VCF3P	
vaya	VSP1S	SUBJUNTIVO
vayas	VSP2S	
vaya	VSP3S	
vayamos	VSP1P	
vayáis	VSP2P	
vayan	VSP3P	
vé	VMP1S	
vaya	VMP2S	
vayamos	VMP1P	
id	VMP2P	
vayan	VMP3P	
tengo	VIP1S	
hecho	VP	
haber	VN	VERBO HABER
habiendo	VG	
habido	VP	
he	VAIP1S	HABER / INDICATIVO
has	VAIP2S	
ha	VAIP3S	
hemos	VAIP1P	
habéis	VAIP2P	
han	VAIP3P	
había	VAII1S	
habías	VAII2S	
había	VAII3S	
habíamos	VAII1P	
habíais	VAII2P	
habían	VAII3P	
hube	VAIS1S	
hubiste	VAIS2S	
hubo	VAIS3S	
hubimos	VAIS1P	
hubisteis	VAIS2P	
hubieron	VAIS3P	
habré	VAIF1S	
habrás	VAIF2S	
habrá	VAIF3S	
habremos	VAIF1P	
habréis	VAIF2P	
habrán	VAIF3P	
habría	VACF1S	
habrías	VACF2S	
habría	VACF3S	
habríamos	VACF1P	
habríais	VACF2P	
habrían	VACF3P	
haya	VASP1S	SUBJUNTIVO
hayas	VASP2S	
haya	VASP3S	
hayamos	VASP1P	
hayáis	VASP2P	
hayan	VASP3P	
hubiera	VASI1S	
hubiese	VASI1S	
hubieras	VASI2S	
hubieses	VASI2S	
hubiera	VASI3S	
hubiéramos	VASI1P	
hubiésemos	VASI1P	
hubierais	VASI2P	
hubieseis	VASI2P	
hubieran	VASI3P	
hubiesen	VASI3P	
hubiere	VASF1S	
hubieres	VASF2S	
hubiere	VASF3S	
hubiéremos	VASF1P	
hubiereis	VASF2P	
hubieren	VASF3P	
lunes	NCMS	DÍAS DE LA SEMANA
martes	NCMS	
miércoles	NCMS	
jueves	NCMS	
viernes	NCMS	
sábado	NCMS	
domingo	NCMS	
